planSequence	executionPhase	qualification	examYear	sourceCategory	questionLabel	questionType	questionIntent	choiceCount	correctChoiceTextCount	explanationTextCount	sourceOrigin	isSiteSourced	firestoreQuestionIdCount	sourceQuestionKey	sourceConflictStatus	sourceContentConflictCount	sourceContentConflictFields	sourceUniqueKeys	reviewQuestionId	qualifiedReviewQuestionId	sourceFile
336	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	製造	問9	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:seizo:q09	none	0	[]	"[""gas-shunin:kou:2024:seizo:q09:s01"", ""gas-shunin:kou:2024:seizo:q09:s02"", ""gas-shunin:kou:2024:seizo:q09:s03"", ""gas-shunin:kou:2024:seizo:q09:s04"", ""gas-shunin:kou:2024:seizo:q09:s05""]"	fc50a39e093fa458	gas-shunin-kou:fc50a39e093fa458	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
337	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	供給	問10	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:kyokyu:q10	none	0	[]	"[""gas-shunin:kou:2024:kyokyu:q10:s01"", ""gas-shunin:kou:2024:kyokyu:q10:s02"", ""gas-shunin:kou:2024:kyokyu:q10:s03"", ""gas-shunin:kou:2024:kyokyu:q10:s04"", ""gas-shunin:kou:2024:kyokyu:q10:s05""]"	2d6f28e79d59f1ff	gas-shunin-kou:2d6f28e79d59f1ff	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
338	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	供給	問11	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:kyokyu:q11	none	0	[]	"[""gas-shunin:kou:2024:kyokyu:q11:s01"", ""gas-shunin:kou:2024:kyokyu:q11:s02"", ""gas-shunin:kou:2024:kyokyu:q11:s03"", ""gas-shunin:kou:2024:kyokyu:q11:s04"", ""gas-shunin:kou:2024:kyokyu:q11:s05""]"	85386c740cb302e8	gas-shunin-kou:85386c740cb302e8	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
339	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	供給	問12	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:kyokyu:q12	none	0	[]	"[""gas-shunin:kou:2024:kyokyu:q12:s01"", ""gas-shunin:kou:2024:kyokyu:q12:s02"", ""gas-shunin:kou:2024:kyokyu:q12:s03"", ""gas-shunin:kou:2024:kyokyu:q12:s04"", ""gas-shunin:kou:2024:kyokyu:q12:s05""]"	e6ce621ee6bf7c78	gas-shunin-kou:e6ce621ee6bf7c78	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
340	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	供給	問13	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:kyokyu:q13	none	0	[]	"[""gas-shunin:kou:2024:kyokyu:q13:s01"", ""gas-shunin:kou:2024:kyokyu:q13:s02"", ""gas-shunin:kou:2024:kyokyu:q13:s03"", ""gas-shunin:kou:2024:kyokyu:q13:s04"", ""gas-shunin:kou:2024:kyokyu:q13:s05""]"	6602bb83e4a77334	gas-shunin-kou:6602bb83e4a77334	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
341	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	供給	問14	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:kyokyu:q14	none	0	[]	"[""gas-shunin:kou:2024:kyokyu:q14:s01"", ""gas-shunin:kou:2024:kyokyu:q14:s02"", ""gas-shunin:kou:2024:kyokyu:q14:s03"", ""gas-shunin:kou:2024:kyokyu:q14:s04"", ""gas-shunin:kou:2024:kyokyu:q14:s05""]"	3147d6811ce1cb5f	gas-shunin-kou:3147d6811ce1cb5f	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
342	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	供給	問15	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:kyokyu:q15	none	0	[]	"[""gas-shunin:kou:2024:kyokyu:q15:s01"", ""gas-shunin:kou:2024:kyokyu:q15:s02"", ""gas-shunin:kou:2024:kyokyu:q15:s03"", ""gas-shunin:kou:2024:kyokyu:q15:s04"", ""gas-shunin:kou:2024:kyokyu:q15:s05""]"	282458465cb3fb36	gas-shunin-kou:282458465cb3fb36	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
343	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	供給	問16	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:kyokyu:q16	none	0	[]	"[""gas-shunin:kou:2024:kyokyu:q16:s01"", ""gas-shunin:kou:2024:kyokyu:q16:s02"", ""gas-shunin:kou:2024:kyokyu:q16:s03"", ""gas-shunin:kou:2024:kyokyu:q16:s04"", ""gas-shunin:kou:2024:kyokyu:q16:s05""]"	9ad6e87ef8da4548	gas-shunin-kou:9ad6e87ef8da4548	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
344	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	供給	問17	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:kyokyu:q17	none	0	[]	"[""gas-shunin:kou:2024:kyokyu:q17:s01"", ""gas-shunin:kou:2024:kyokyu:q17:s02"", ""gas-shunin:kou:2024:kyokyu:q17:s03"", ""gas-shunin:kou:2024:kyokyu:q17:s04"", ""gas-shunin:kou:2024:kyokyu:q17:s05""]"	23126d5753d089ac	gas-shunin-kou:23126d5753d089ac	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
345	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	供給	問18	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:kyokyu:q18	none	0	[]	"[""gas-shunin:kou:2024:kyokyu:q18:s01"", ""gas-shunin:kou:2024:kyokyu:q18:s02"", ""gas-shunin:kou:2024:kyokyu:q18:s03"", ""gas-shunin:kou:2024:kyokyu:q18:s04"", ""gas-shunin:kou:2024:kyokyu:q18:s05""]"	452f05e1b4e6388b	gas-shunin-kou:452f05e1b4e6388b	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
346	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	消費機器	問19	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:shohi:q19	none	0	[]	"[""gas-shunin:kou:2024:shohi:q19:s01"", ""gas-shunin:kou:2024:shohi:q19:s02"", ""gas-shunin:kou:2024:shohi:q19:s03"", ""gas-shunin:kou:2024:shohi:q19:s04"", ""gas-shunin:kou:2024:shohi:q19:s05""]"	05d41bc1bb4c60ef	gas-shunin-kou:05d41bc1bb4c60ef	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_2.json
347	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	消費機器	問20	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:shohi:q20	none	0	[]	"[""gas-shunin:kou:2024:shohi:q20:s01"", ""gas-shunin:kou:2024:shohi:q20:s02"", ""gas-shunin:kou:2024:shohi:q20:s03"", ""gas-shunin:kou:2024:shohi:q20:s04"", ""gas-shunin:kou:2024:shohi:q20:s05""]"	a227f152a94ed421	gas-shunin-kou:a227f152a94ed421	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_3.json
348	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	消費機器	問21	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:shohi:q21	none	0	[]	"[""gas-shunin:kou:2024:shohi:q21:s01"", ""gas-shunin:kou:2024:shohi:q21:s02"", ""gas-shunin:kou:2024:shohi:q21:s03"", ""gas-shunin:kou:2024:shohi:q21:s04"", ""gas-shunin:kou:2024:shohi:q21:s05""]"	a575e345b73548ca	gas-shunin-kou:a575e345b73548ca	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_3.json
349	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	消費機器	問22	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:shohi:q22	none	0	[]	"[""gas-shunin:kou:2024:shohi:q22:s01"", ""gas-shunin:kou:2024:shohi:q22:s02"", ""gas-shunin:kou:2024:shohi:q22:s03"", ""gas-shunin:kou:2024:shohi:q22:s04"", ""gas-shunin:kou:2024:shohi:q22:s05""]"	0a7a09696d84edf6	gas-shunin-kou:0a7a09696d84edf6	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_3.json
350	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	消費機器	問23	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:shohi:q23	none	0	[]	"[""gas-shunin:kou:2024:shohi:q23:s01"", ""gas-shunin:kou:2024:shohi:q23:s02"", ""gas-shunin:kou:2024:shohi:q23:s03"", ""gas-shunin:kou:2024:shohi:q23:s04"", ""gas-shunin:kou:2024:shohi:q23:s05""]"	5bc72750fed0eebb	gas-shunin-kou:5bc72750fed0eebb	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_3.json
351	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	消費機器	問24	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:shohi:q24	none	0	[]	"[""gas-shunin:kou:2024:shohi:q24:s01"", ""gas-shunin:kou:2024:shohi:q24:s02"", ""gas-shunin:kou:2024:shohi:q24:s03"", ""gas-shunin:kou:2024:shohi:q24:s04"", ""gas-shunin:kou:2024:shohi:q24:s05""]"	d43f35bf9e1cca41	gas-shunin-kou:d43f35bf9e1cca41	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_3.json
352	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	消費機器	問25	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:shohi:q25	none	0	[]	"[""gas-shunin:kou:2024:shohi:q25:s01"", ""gas-shunin:kou:2024:shohi:q25:s02"", ""gas-shunin:kou:2024:shohi:q25:s03"", ""gas-shunin:kou:2024:shohi:q25:s04"", ""gas-shunin:kou:2024:shohi:q25:s05""]"	c91739a7a2f130a1	gas-shunin-kou:c91739a7a2f130a1	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_3.json
353	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	消費機器	問26	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:shohi:q26	none	0	[]	"[""gas-shunin:kou:2024:shohi:q26:s01"", ""gas-shunin:kou:2024:shohi:q26:s02"", ""gas-shunin:kou:2024:shohi:q26:s03"", ""gas-shunin:kou:2024:shohi:q26:s04"", ""gas-shunin:kou:2024:shohi:q26:s05""]"	f70c9aa836367882	gas-shunin-kou:f70c9aa836367882	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_3.json
354	phase_2_kou_new_or_site_source	gas-shunin-kou	2024	消費機器	問27	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2024:shohi:q27	none	0	[]	"[""gas-shunin:kou:2024:shohi:q27:s01"", ""gas-shunin:kou:2024:shohi:q27:s02"", ""gas-shunin:kou:2024:shohi:q27:s03"", ""gas-shunin:kou:2024:shohi:q27:s04"", ""gas-shunin:kou:2024:shohi:q27:s05""]"	36c478e27d6f5c7e	gas-shunin-kou:36c478e27d6f5c7e	output/gas-shunin-kou/questions_json/2024/00_source/question_2024_gassyunin_site_3.json
355	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問1	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q01	none	0	[]	"[""gas-shunin:kou:2025:law:q01:s01"", ""gas-shunin:kou:2025:law:q01:s02"", ""gas-shunin:kou:2025:law:q01:s03"", ""gas-shunin:kou:2025:law:q01:s04"", ""gas-shunin:kou:2025:law:q01:s05""]"	675ce6f3db722a24	gas-shunin-kou:675ce6f3db722a24	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
356	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問2	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q02	none	0	[]	"[""gas-shunin:kou:2025:law:q02:s01"", ""gas-shunin:kou:2025:law:q02:s02"", ""gas-shunin:kou:2025:law:q02:s03"", ""gas-shunin:kou:2025:law:q02:s04"", ""gas-shunin:kou:2025:law:q02:s05""]"	b85f33d43566b1fe	gas-shunin-kou:b85f33d43566b1fe	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
357	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問3	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q03	none	0	[]	"[""gas-shunin:kou:2025:law:q03:s01"", ""gas-shunin:kou:2025:law:q03:s02"", ""gas-shunin:kou:2025:law:q03:s03"", ""gas-shunin:kou:2025:law:q03:s04"", ""gas-shunin:kou:2025:law:q03:s05""]"	813f596b05bf2267	gas-shunin-kou:813f596b05bf2267	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
358	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問4	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q04	none	0	[]	"[""gas-shunin:kou:2025:law:q04:s01"", ""gas-shunin:kou:2025:law:q04:s02"", ""gas-shunin:kou:2025:law:q04:s03"", ""gas-shunin:kou:2025:law:q04:s04"", ""gas-shunin:kou:2025:law:q04:s05""]"	bf1f4414f56731a4	gas-shunin-kou:bf1f4414f56731a4	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
359	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問5	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q05	none	0	[]	"[""gas-shunin:kou:2025:law:q05:s01"", ""gas-shunin:kou:2025:law:q05:s02"", ""gas-shunin:kou:2025:law:q05:s03"", ""gas-shunin:kou:2025:law:q05:s04"", ""gas-shunin:kou:2025:law:q05:s05""]"	270520054cd311ea	gas-shunin-kou:270520054cd311ea	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
360	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問6	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q06	none	0	[]	"[""gas-shunin:kou:2025:law:q06:s01"", ""gas-shunin:kou:2025:law:q06:s02"", ""gas-shunin:kou:2025:law:q06:s03"", ""gas-shunin:kou:2025:law:q06:s04"", ""gas-shunin:kou:2025:law:q06:s05""]"	4a1f8f37df1b07b4	gas-shunin-kou:4a1f8f37df1b07b4	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
361	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問7	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q07	none	0	[]	"[""gas-shunin:kou:2025:law:q07:s01"", ""gas-shunin:kou:2025:law:q07:s02"", ""gas-shunin:kou:2025:law:q07:s03"", ""gas-shunin:kou:2025:law:q07:s04"", ""gas-shunin:kou:2025:law:q07:s05""]"	277819d0f657d22a	gas-shunin-kou:277819d0f657d22a	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
362	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問8	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q08	none	0	[]	"[""gas-shunin:kou:2025:law:q08:s01"", ""gas-shunin:kou:2025:law:q08:s02"", ""gas-shunin:kou:2025:law:q08:s03"", ""gas-shunin:kou:2025:law:q08:s04"", ""gas-shunin:kou:2025:law:q08:s05""]"	ca6ffbbb1cc30192	gas-shunin-kou:ca6ffbbb1cc30192	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
363	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問9	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q09	none	0	[]	"[""gas-shunin:kou:2025:law:q09:s01"", ""gas-shunin:kou:2025:law:q09:s02"", ""gas-shunin:kou:2025:law:q09:s03"", ""gas-shunin:kou:2025:law:q09:s04"", ""gas-shunin:kou:2025:law:q09:s05""]"	c451b45f04b5d97f	gas-shunin-kou:c451b45f04b5d97f	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
364	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問10	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q10	none	0	[]	"[""gas-shunin:kou:2025:law:q10:s01"", ""gas-shunin:kou:2025:law:q10:s02"", ""gas-shunin:kou:2025:law:q10:s03"", ""gas-shunin:kou:2025:law:q10:s04"", ""gas-shunin:kou:2025:law:q10:s05""]"	cd086d1aeb2029f7	gas-shunin-kou:cd086d1aeb2029f7	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
365	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問11	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q11	none	0	[]	"[""gas-shunin:kou:2025:law:q11:s01"", ""gas-shunin:kou:2025:law:q11:s02"", ""gas-shunin:kou:2025:law:q11:s03"", ""gas-shunin:kou:2025:law:q11:s04"", ""gas-shunin:kou:2025:law:q11:s05""]"	e9fa6e51658d6e1f	gas-shunin-kou:e9fa6e51658d6e1f	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
366	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問12	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q12	none	0	[]	"[""gas-shunin:kou:2025:law:q12:s01"", ""gas-shunin:kou:2025:law:q12:s02"", ""gas-shunin:kou:2025:law:q12:s03"", ""gas-shunin:kou:2025:law:q12:s04"", ""gas-shunin:kou:2025:law:q12:s05""]"	02995d8bb53f6d42	gas-shunin-kou:02995d8bb53f6d42	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
367	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問13	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q13	none	0	[]	"[""gas-shunin:kou:2025:law:q13:s01"", ""gas-shunin:kou:2025:law:q13:s02"", ""gas-shunin:kou:2025:law:q13:s03"", ""gas-shunin:kou:2025:law:q13:s04"", ""gas-shunin:kou:2025:law:q13:s05""]"	b366a2fcd28be935	gas-shunin-kou:b366a2fcd28be935	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
368	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問14	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q14	none	0	[]	"[""gas-shunin:kou:2025:law:q14:s01"", ""gas-shunin:kou:2025:law:q14:s02"", ""gas-shunin:kou:2025:law:q14:s03"", ""gas-shunin:kou:2025:law:q14:s04"", ""gas-shunin:kou:2025:law:q14:s05""]"	f73181ec7b58db9a	gas-shunin-kou:f73181ec7b58db9a	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
369	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問15	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q15	none	0	[]	"[""gas-shunin:kou:2025:law:q15:s01"", ""gas-shunin:kou:2025:law:q15:s02"", ""gas-shunin:kou:2025:law:q15:s03"", ""gas-shunin:kou:2025:law:q15:s04"", ""gas-shunin:kou:2025:law:q15:s05""]"	7bd905381415c9b4	gas-shunin-kou:7bd905381415c9b4	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
370	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	法令	問16	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:law:q16	none	0	[]	"[""gas-shunin:kou:2025:law:q16:s01"", ""gas-shunin:kou:2025:law:q16:s02"", ""gas-shunin:kou:2025:law:q16:s03"", ""gas-shunin:kou:2025:law:q16:s04"", ""gas-shunin:kou:2025:law:q16:s05""]"	bd05d02105026f15	gas-shunin-kou:bd05d02105026f15	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
371	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問1	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q01	none	0	[]	"[""gas-shunin:kou:2025:kiso:q01:s01"", ""gas-shunin:kou:2025:kiso:q01:s02"", ""gas-shunin:kou:2025:kiso:q01:s03"", ""gas-shunin:kou:2025:kiso:q01:s04"", ""gas-shunin:kou:2025:kiso:q01:s05""]"	58f763b6e5c54803	gas-shunin-kou:58f763b6e5c54803	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
372	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問2	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q02	none	0	[]	"[""gas-shunin:kou:2025:kiso:q02:s01"", ""gas-shunin:kou:2025:kiso:q02:s02"", ""gas-shunin:kou:2025:kiso:q02:s03"", ""gas-shunin:kou:2025:kiso:q02:s04"", ""gas-shunin:kou:2025:kiso:q02:s05""]"	347b106e030fed8e	gas-shunin-kou:347b106e030fed8e	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
373	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問3	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q03	none	0	[]	"[""gas-shunin:kou:2025:kiso:q03:s01"", ""gas-shunin:kou:2025:kiso:q03:s02"", ""gas-shunin:kou:2025:kiso:q03:s03"", ""gas-shunin:kou:2025:kiso:q03:s04"", ""gas-shunin:kou:2025:kiso:q03:s05""]"	019781c25343a50e	gas-shunin-kou:019781c25343a50e	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
374	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問4	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q04	none	0	[]	"[""gas-shunin:kou:2025:kiso:q04:s01"", ""gas-shunin:kou:2025:kiso:q04:s02"", ""gas-shunin:kou:2025:kiso:q04:s03"", ""gas-shunin:kou:2025:kiso:q04:s04"", ""gas-shunin:kou:2025:kiso:q04:s05""]"	cff9e52d5b9531e8	gas-shunin-kou:cff9e52d5b9531e8	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
375	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問5	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q05	none	0	[]	"[""gas-shunin:kou:2025:kiso:q05:s01"", ""gas-shunin:kou:2025:kiso:q05:s02"", ""gas-shunin:kou:2025:kiso:q05:s03"", ""gas-shunin:kou:2025:kiso:q05:s04"", ""gas-shunin:kou:2025:kiso:q05:s05""]"	0e6e024a83f02349	gas-shunin-kou:0e6e024a83f02349	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
376	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問6	true_false	select_incorrect	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q06	none	0	[]	"[""gas-shunin:kou:2025:kiso:q06:s01"", ""gas-shunin:kou:2025:kiso:q06:s02"", ""gas-shunin:kou:2025:kiso:q06:s03"", ""gas-shunin:kou:2025:kiso:q06:s04"", ""gas-shunin:kou:2025:kiso:q06:s05""]"	e195549cd2dc1c5c	gas-shunin-kou:e195549cd2dc1c5c	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
377	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問7	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q07	none	0	[]	"[""gas-shunin:kou:2025:kiso:q07:s01"", ""gas-shunin:kou:2025:kiso:q07:s02"", ""gas-shunin:kou:2025:kiso:q07:s03"", ""gas-shunin:kou:2025:kiso:q07:s04"", ""gas-shunin:kou:2025:kiso:q07:s05""]"	bc0ba21d1bbbe3f5	gas-shunin-kou:bc0ba21d1bbbe3f5	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
378	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問8	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q08	none	0	[]	"[""gas-shunin:kou:2025:kiso:q08:s01"", ""gas-shunin:kou:2025:kiso:q08:s02"", ""gas-shunin:kou:2025:kiso:q08:s03"", ""gas-shunin:kou:2025:kiso:q08:s04"", ""gas-shunin:kou:2025:kiso:q08:s05""]"	ca805949b8b8f7b4	gas-shunin-kou:ca805949b8b8f7b4	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
379	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問9	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q09	none	0	[]	"[""gas-shunin:kou:2025:kiso:q09:s01"", ""gas-shunin:kou:2025:kiso:q09:s02"", ""gas-shunin:kou:2025:kiso:q09:s03"", ""gas-shunin:kou:2025:kiso:q09:s04"", ""gas-shunin:kou:2025:kiso:q09:s05""]"	eded687b0ca663d0	gas-shunin-kou:eded687b0ca663d0	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_1.json
380	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問10	true_false	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q10	none	0	[]	"[""gas-shunin:kou:2025:kiso:q10:s01"", ""gas-shunin:kou:2025:kiso:q10:s02"", ""gas-shunin:kou:2025:kiso:q10:s03"", ""gas-shunin:kou:2025:kiso:q10:s04"", ""gas-shunin:kou:2025:kiso:q10:s05""]"	b9574ed6de478e60	gas-shunin-kou:b9574ed6de478e60	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
381	phase_2_kou_new_or_site_source	gas-shunin-kou	2025	基礎理論	問11	group_choice	select_correct	5	5	5	gassyunin_site	True	0	gas-shunin:kou:2025:kiso:q11	none	0	[]	"[""gas-shunin:kou:2025:kiso:q11:s01"", ""gas-shunin:kou:2025:kiso:q11:s02"", ""gas-shunin:kou:2025:kiso:q11:s03"", ""gas-shunin:kou:2025:kiso:q11:s04"", ""gas-shunin:kou:2025:kiso:q11:s05""]"	87e96a07f7e35ea9	gas-shunin-kou:87e96a07f7e35ea9	output/gas-shunin-kou/questions_json/2025/00_source/question_2025_gassyunin_site_2.json
